cmip6-id, cmip6-label, cmip6-type
cmip6.toplevel.key_properties.attributes.overview, Toplevel > Key Properties > Attributes > Overview, property
cmip6.toplevel.key_properties.flux_correction.details, Toplevel > Key Properties > Flux Correction > Details, property
cmip6.toplevel.key_properties.genealogy.year_released, Toplevel > Key Properties > Genealogy > Year Released, property
cmip6.toplevel.key_properties.genealogy.CMIP3_parent, Toplevel > Key Properties > Genealogy > CMIP3 Parent, property
cmip6.toplevel.key_properties.genealogy.CMIP5_parent, Toplevel > Key Properties > Genealogy > CMIP5 Parent, property
cmip6.toplevel.key_properties.genealogy.previous_name, Toplevel > Key Properties > Genealogy > Previous Name, property
cmip6.toplevel.key_properties.software_properties.repository, Toplevel > Key Properties > Software Properties > Repository, property
cmip6.toplevel.key_properties.software_properties.code_version, Toplevel > Key Properties > Software Properties > Code Version, property
cmip6.toplevel.key_properties.software_properties.code_languages, Toplevel > Key Properties > Software Properties > Code Languages, property
cmip6.toplevel.key_properties.software_properties.components_structure, Toplevel > Key Properties > Software Properties > Components Structure, property
cmip6.toplevel.key_properties.software_properties.coupler, Toplevel > Key Properties > Software Properties > Coupler, property
cmip6.toplevel.key_properties.tuning_applied.description, Toplevel > Key Properties > Tuning Applied > Description, property
cmip6.toplevel.key_properties.tuning_applied.global_mean_metrics_used, Toplevel > Key Properties > Tuning Applied > Global Mean Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.regional_metrics_used, Toplevel > Key Properties > Tuning Applied > Regional Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.trend_metrics_used, Toplevel > Key Properties > Tuning Applied > Trend Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.energy_balance, Toplevel > Key Properties > Tuning Applied > Energy Balance, property
cmip6.toplevel.key_properties.tuning_applied.fresh_water_balance, Toplevel > Key Properties > Tuning Applied > Fresh Water Balance, property
cmip6.toplevel.key_properties.conservation.heat.global, Toplevel > Key Properties > Conservation > Heat > Global, property
cmip6.toplevel.key_properties.conservation.heat.atmos_ocean_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Ocean Interface, property
cmip6.toplevel.key_properties.conservation.heat.atmos_land_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Land Interface, property
cmip6.toplevel.key_properties.conservation.heat.atmos_sea-ice_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Sea-ice Interface, property
